Gene.name	Chromosome	Start	End
RPL7P57	X	47840963	47841702
ZNF182	X	47974851	48003989
ZNF630	X	47983356	48071658
SPACA5	X	48004336	48009733
ZNF630-AS1	X	48056310	48066583
ENSG00000287757	X	48071223	48078721
ENSG00000291285	X	48107992	48114311
SSX6P	X	48109981	48119630
ENSG00000290734	X	48117084	48120210
SPACA5B	X	48130626	48132620
ENSG00000230241	X	48135658	48136159
ENSG00000233139	X	48153868	48155941
RNU6-707P	X	48153980	48154074
SSX13P	X	48156367	48166350
S100A11P5	X	48177731	48178023
SSX5	X	48186220	48196795
ENSG00000234780	X	48197221	48199431
RNA5SP503	X	48206258	48206374
SSX20P	X	48212791	48218010
S100A11P7	X	48228833	48228959
ENSG00000229662	X	48244894	48245745
SSX1	X	48255392	48267444
S100A11P6	X	48274904	48275047
SSX18P	X	48276704	48277578
ENSG00000237345	X	48279423	48281792
SSX9P	X	48296816	48304867
ENSG00000234391	X	48306769	48309055
SSX19P	X	48322349	48326683
ENSG00000230100	X	48333675	48334439
S100A11P9	X	48336899	48337169
SSX3	X	48346427	48356707
ENSG00000225055	X	48357125	48359495
ENSG00000234448	X	48371905	48372095
SSX4	X	48383516	48393347
SSX4B	X	48402082	48411960
ENSG00000231603	X	48412303	48415285
ENSG00000231489	X	48423342	48423468
ENSG00000235350	X	48433201	48441619
ENSG00000226971	X	48446893	48448879
SLC38A5	X	48458537	48470260
FTSJ1	X	48476021	48486364
PORCN-DT	X	48506523	48508838
PORCN	X	48508959	48520814
EBP	X	48521799	48528716
ENSG00000286268	X	48521806	48545469
TBC1D25	X	48539714	48562609
ENSG00000204620	X	48568014	48574860
RBM3	X	48574449	48581162
ENSG00000228343	X	48579774	48581157
ENSG00000279528	X	48580741	48581165
MRPL32P1	X	48583093	48583339
WDR13	X	48590042	48608869
VN1R110P	X	48636165	48637135
WAS	X	48676596	48691431
SUV39H1	X	48695554	48709016
ENSG00000232828	X	48698963	48737163
RNU6-1056P	X	48724455	48724561
GLOD5	X	48761747	48773648
ENSG00000293263	X	48775644	48776143
ACAA2P1	X	48775993	48776970
RNU6-29P	X	48776965	48777071
GATA1	X	48786540	48794311
HDAC6	X	48801377	48824982
ERAS	X	48826513	48830138
PCSK1N	X	48831096	48835610
PQBP1	X	48890197	48903402
TIMM17B	X	48893447	48898143
SLC35A2	X	48903180	48911958
PIM2	X	48913182	48919024
OTUD5	X	48922024	48958386
ENSG00000279155	X	48939992	48940808
ENSG00000288908	X	48958643	48959773
RNU6-722P	X	48959179	48959282
KCND1	X	48961378	48971844
GRIPAP1	X	48973720	49002265
TFE3	X	49028726	49043410
CCDC120	X	49053572	49069857
PRAF2	X	49071161	49074002
ENSG00000288053	X	49071470	49079887
WDR45	X	49074433	49101170
RNU4-52P	X	49082028	49082165
GPKOW	X	49113407	49123735
RN7SL262P	X	49152651	49152944
ENSG00000280116	X	49155242	49157351
ENSG00000289245	X	49155862	49156285
MAGIX	X	49162564	49168774
ENSG00000279422	X	49165576	49165972
PLP2	X	49171898	49175235
PRICKLE3	X	49174802	49186528
SYP	X	49187815	49200218
SYP-AS1	X	49198966	49202454
CACNA1F	X	49205063	49233371
HSPB1P2	X	49233956	49234501
CCDC22	X	49235470	49250520
FOXP3	X	49250438	49264800
ENSG00000290184	X	49258343	49270477
FLICR	X	49262866	49270521
PPP1R3F	X	49269793	49301461
ENSG00000270012	X	49273054	49275768
ENSG00000286031	X	49279677	49281440
GAGE10	X	49303646	49319841
GAGE12J	X	49322037	49329384
GAGE13	X	49331582	49338949
GAGE2E	X	49341192	49345922
GAGE12B	X	49529869	49529985
GAGE12C	X	49532177	49539538
GAGE12D	X	49541733	49549094
GAGE12F	X	49551278	49568218
GAGE12E	X	49551289	49558645
GAGE12G	X	49570400	49577754
GAGE12H	X	49579949	49587301
GAGE2A	X	49589496	49596824
GAGE1	X	49599020	49608538
VDAC1P2	X	49632500	49633349
SALL1P1	X	49664844	49668680
PAGE1	X	49687447	49695984
PAGE4	X	49793653	49834264
USP27X-DT	X	49876724	49879241
USP27X	X	49879484	49882558
CPSF1P2	X	49911620	49912362
CLCN5	X	49922596	50099235
RNU6-421P	X	49945336	49945442
MIR532	X	50003148	50003238
MIR188	X	50003503	50003588
MIR500A	X	50008431	50008514
MIR362	X	50008964	50009028
MIR501	X	50009722	50009805
MIR500B	X	50010672	50010750
MIR660	X	50013241	50013337
MIR502	X	50014598	50014683
PYY3	X	50156159	50156371
ENSG00000288783	X	50161928	50162521
AKAP4	X	50190777	50201007
CCNB3	X	50202713	50351914
DGKK	X	50365409	50470825
SHROOM4	X	50586796	50814302
RNU6-935P	X	50649641	50649740
H3P44	X	50905438	50905866
BMP15	X	50910735	50916641
HMGB1P15	X	50931114	50931548
ENSG00000227493	X	51030422	51031357
ENSG00000230926	X	51082818	51091228
LINC01284	X	51095836	51224432
ENSG00000237926	X	51162864	51163677
ENSG00000229151	X	51190598	51396505
ENSG00000287767	X	51325790	51330662
NUDT10	X	51332231	51337525
ENSG00000226530	X	51395915	51465839
EZHIP	X	51406948	51408843
NUDT11	X	51490011	51496592
LINC01496	X	51498490	51511005
CENPVL3	X	51617020	51618912
CENPVL2	X	51681212	51682831
CENPVL1	X	51710512	51712131
GSPT2	X	51743442	51746232
MAGED1	X	51803007	51902354
ENSG00000236576	X	51856968	51858066
RNU6-504P	X	51870706	51870809
ENSG00000228827	X	51903338	51903850
IPO7P1	X	51921864	51922499
UQCR10P1	X	51923552	51923740
TPMTP3	X	51979223	51980012
ENSG00000182776	X	52050860	52054255
ENSG00000279750	X	52053176	52055684
MAGED4B	X	52061827	52069219
SNORA11E	X	52063347	52063474
MAGED4	X	52184876	52192268
SNORA11D	X	52190621	52190748
ENSG00000287215	X	52195836	52265919
ENSG00000179028	X	52199840	52203235
ENSG00000276474	X	52326166	52326762
MIR8088	X	52336557	52336642
XAGE2	X	52369021	52375680
ENSG00000225957	X	52382053	52385614
ENSG00000276897	X	52409772	52410432
ENSG00000224556	X	52422069	52459066
ENSG00000250084	X	52448587	52451138
ENSG00000278358	X	52480836	52481131
ENSG00000278160	X	52481515	52483950
RBM22P6	X	52485046	52485912
XAGE1A	X	52495808	52500812
RBM22P7	X	52509903	52510182
XAGE1B	X	52512077	52520803
ENSG00000277289	X	52531709	52532051
ENSG00000227058	X	52545151	52547695
ENSG00000231593	X	52561769	52562301
ENSG00000228771	X	52583989	52586312
SSX14P	X	52598494	52603289
SSX11P	X	52606535	52611758
ENSG00000234792	X	52612656	52613523
ENSG00000290686	X	52622935	52633948
SSX8P	X	52624998	52632891
SSX7	X	52644061	52654900
ENSG00000228354	X	52655207	52657254
RNA5SP504	X	52665231	52665347
SSX15P	X	52672718	52677051
S100A11P10	X	52687363	52687633
SSX2	X	52696896	52707178
ENSG00000223958	X	52707602	52709933
ENSG00000225397	X	52722338	52722524
ENSG00000229826	X	52735901	52736107
SSX2B	X	52751132	52790305
S100A11P8	X	52770809	52771080
SSX21P	X	52781452	52785786
SPANXN5	X	52796144	52797427
ENSG00000229885	X	52801400	52801529
XAGE5	X	52811287	52818301
ENSG00000196395	X	52824269	52829267
EIF4A2P4	X	52832704	52833899
XAGE3	X	52862525	52868083
FAM156B	X	52891306	52908560
ENSG00000286118	X	52925956	52929574
FAM156A	X	52926402	52995472
GPR173	X	53048789	53080615
ENSG00000270497	X	53065053	53065548
TSPYL2	X	53082367	53088540
ENSG00000234019	X	53093710	53094858
KANTR	X	53094142	53170914
ENSG00000235224	X	53113018	53113274
ACTG1P10	X	53142832	53143913
ENSG00000227329	X	53164391	53164557
KDM5C	X	53176283	53225422
MIR6895	X	53195411	53195488
MIR6894	X	53198889	53198945
KDM5C-IT1	X	53212408	53214679
IQSEC2	X	53225828	53321350
RPSAP62	X	53322990	53323822
ENSG00000236571	X	53337783	53337973
MPV17L2P1	X	53340986	53341505
SMC1A	X	53374149	53422728
MIR6857	X	53405673	53405765
RIBC1	X	53422690	53431120
HSD17B10	X	53431258	53434370
ENSG00000233250	X	53432722	53433032
TIPINP1	X	53456273	53457029
VTRNA3-1P	X	53462209	53462310
HUWE1	X	53532096	53686752
MIR98	X	53556223	53556341
MIRLET7F2	X	53557192	53557274
ENSG00000224735	X	53759026	53759204
ENSG00000226110	X	53768986	53769219
MRPL32P2	X	53807776	53808623
MRPS18CP7	X	53825887	53826309
RNA5SP505	X	53909054	53909161
PHF8	X	53936676	54048958
FAM120C	X	54068324	54183281
RPL37P24	X	54147372	54147659
WNK3	X	54192823	54358642
RPL7AP71	X	54223324	54224062
RNU6-434P	X	54343546	54343652
TSR2	X	54440404	54448032
FGD1	X	54445454	54496234
GNL3L	X	54530183	54621521
PGAM4P1	X	54671985	54672638
ITIH6	X	54748918	54798255
MAGED2	X	54807599	54816015
SNORA11	X	54814370	54814497
ENSG00000275387	X	54842014	54842134
TRO	X	54920462	54931431
SNORA11G	X	54927305	54927433
PFKFB1	X	54932961	54998534
APEX2	X	55000363	55009057
ALAS2	X	55009055	55030977
ENSG00000278283	X	55044749	55045121
HDGFL3P1	X	55054945	55055838
PAGE2B	X	55075030	55078909
PAGE2	X	55089018	55092842
ENSG00000278319	X	55101637	55102026
ENSG00000276929	X	55137930	55142433
VCF2	X	55143102	55161310
ENSG00000186678	X	55172717	55176026
MTCO1P52	X	55178207	55178737
MTND2P24	X	55179194	55179999
MTND1P30	X	55180377	55181277
PAGE5	X	55220346	55224108
PAGE3	X	55258415	55264916
ENSG00000232765	X	55279839	55288685
ENSG00000290748	X	55281371	55288785
MIR4536-1	X	55451495	55451582
MIR4536-2	X	55451495	55451582
MAGEH1	X	55452127	55453566
USP51	X	55484616	55489848
ENSG00000288739	X	55488883	55490449
ENSG00000277516	X	55520382	55520714
PSMA5P1	X	55599663	55600106
FOXR2	X	55623400	55626192
ENSG00000229594	X	55633031	55635656
ENSG00000169164	X	55654709	55657014
ENSG00000290520	X	55654721	55656965
RRAGB	X	55717749	55758774
ENSG00000227486	X	55908123	56209271
GOT2P6	X	55961208	55962482
KLF8	X	56232356	56291531
RPL23AP83	X	56242937	56243409
UBQLN2	X	56563627	56567868
ENSG00000230105	X	56618391	56624458
NBDY	X	56729241	56819179
UQCRBP1	X	56737242	56737577
SPIN3	X	56818298	56995827
ENSG00000224799	X	56973510	56974796
SPIN2P1	X	57068914	57069685
SPIN2B	X	57118551	57121548
ENSG00000226310	X	57121572	57133925
SPIN2A	X	57134530	57137523
ENSG00000286977	X	57222706	57224791
PPP1R11P2	X	57229034	57229415
FAAH2	X	57286706	57489193
MTHFD1P1	X	57392646	57395409
ZXDB	X	57592011	57597477
NLRP2B	X	57677067	57680260
MDH1P1	X	57766320	57767292
ZXDA	X	57905430	57910458
MYCLP2	X	57933837	57934803
KRT8P17	X	57984686	57986133
SSBL2P	X	62779250	62780326
MTND1P31	X	62842542	62843502
MTND2P25	X	62843697	62844306
ZFRP1	X	62878811	62884842
ENSG00000277499	X	63087071	63088664
LINC01278	X	63222993	63561095
CBX1P1	X	63299247	63299673
SPIN4	X	63347228	63351332
SPIN4-AS1	X	63349646	63352178
ARHGEF9	X	63634967	63809274
ARHGEF9-IT1	X	63670196	63671502
ENSG00000288661	X	63754485	63754664
BTF3P8	X	63766875	63767400
MIR1468	X	63786002	63786087
HNRNPDP1	X	64044305	64045058
ENSG00000226010	X	64144872	64147052
AMER1	X	64185117	64205708
ENSG00000287370	X	64205974	64233855
RN7SL799P	X	64210691	64210988
ASB12	X	64224194	64230607
MTMR8	X	64268081	64395452
KPNA4P1	X	64305047	64306733
ENSG00000293387	X	64405473	64406136
PFN5P	X	64405642	64406103
SHC1P1	X	64432401	64434145
YWHAZP7	X	64612632	64613262
KRT8P27	X	64623117	64624573
GRPEL2P2	X	64697878	64698547
BLOC1S2P1	X	64726748	64727048
ZC4H2	X	64915802	65034713
ZC3H12B	X	65034788	65507887
ENSG00000237971	X	65185018	65187265
CCT4P2	X	65270913	65273019
MORF4L1P5	X	65327988	65331233
PRXL2CP1	X	65356890	65357547
TLE1P1	X	65408084	65408672
LAS1L	X	65438549	65534810
AP1M2P1	X	65469087	65470380
FRMD8P1	X	65550898	65552421
MSN	X	65588377	65741931
NANOGP9	X	65772741	65773632
ENSG00000276689	X	65786763	65787169
ETF1P3	X	65794345	65795835
CCNYL5	X	65821255	65822249
ENSG00000237311	X	65925836	66001436
RBMXP5	X	65956289	65957196
MIR223HG	X	66015414	66020426
MIR223	X	66018870	66018979
VSIG4	X	66021738	66040125
ATXN7L3P1	X	66055587	66056587
EIF4BP9	X	66074835	66076347
HEPH	X	66162671	66268867
MTFR1P1	X	66360766	66361776
ENSG00000226820	X	66437345	66440668
PKMP2	X	66497748	66499424
EDA2R	X	66595637	66639298
RNU6-394P	X	66676258	66676364
ENSG00000226280	X	67373573	67375520
ENSG00000233710	X	67533163	67533987
AR	X	67544021	67730619
BMI1P1	X	67791955	67792895
OPHN1	X	67949349	68433913
ENSG00000260118	X	68013470	68014901
PGK1P1	X	68070520	68071767
RNU6-1225P	X	68102068	68102132
AKIRIN1P2	X	68132868	68133437
ENSG00000225925	X	68474710	68476874
ENSG00000289038	X	68498309	68498989
YIPF6	X	68498562	68537282
RNU6-245P	X	68539443	68539549
RPL31P63	X	68600099	68600473
COX6CP12	X	68645326	68645527
STARD8	X	68647666	68725842
ACTR3P2	X	68771322	68772578
SERBP1P1	X	68783472	68785066
EFNB1	X	68829021	68842160
PJA1	X	69160851	69165521
HMGN1P35	X	69174124	69174717
LINC00269	X	69179557	69209924
CYCSP43	X	69485343	69485652
NALF2	X	69504326	69532508
ENSG00000228160	X	69569635	69576337
EDA	X	69616067	70039472
CNOT7P1	X	69937166	69938017
MIR676	X	70022857	70022923
ENSG00000286077	X	70037840	70039325
AWAT2	X	70040542	70049938
OTUD6A	X	70062457	70064179
MTCYBP31	X	70120353	70121474
MTND4P31	X	70124972	70129071
IGBP1	X	70133447	70166324
IGBP1-AS2	X	70148582	70149654
IGBP1-AS1	X	70163842	70165206
DGAT2L6	X	70177483	70205704
RN7SL581P	X	70222006	70222314
AWAT1	X	70234655	70240659
RNA5SP507	X	70253042	70253162
P2RY4	X	70258166	70260204
ARR3	X	70268305	70281840
PDZD11	X	70281118	70290514
RAB41	X	70282093	70285002
KIF4A	X	70290104	70420886
TRAPPC2LP1	X	70361486	70362374
RNY4P23	X	70396279	70396375
GDPD2	X	70423031	70433390
ENSG00000284391	X	70427450	70435350
DLG3	X	70444835	70505490
RNU4-81P	X	70450879	70451022
DLG3-AS1	X	70452958	70455994
TEX11	X	70528940	70908711
ENSG00000230187	X	70672895	70673515
ENSG00000277492	X	70846079	70846295
SNORD3E	X	70846080	70846295
WASHC3P1	X	70857163	70857502
SLC7A3	X	70925579	70931125
RPS23P8	X	70962964	70963293
NUTF2P7	X	71016531	71016905
RNU1-56P	X	71020275	71020438
SOCS5P4	X	71043214	71045470
SNX12	X	71056332	71073426
FOXO4	X	71095851	71103532
CXorf65	X	71103889	71106788
ENSG00000285171	X	71103987	71111575
IL2RG	X	71107404	71112108
MED12	X	71118543	71144103
NLGN3	X	71144821	71175255
ENSG00000228427	X	71183382	71198239
GJB1	X	71212811	71225516
ZMYM3	X	71239624	71255146
NONO	X	71254814	71301522
ITGB1BP2	X	71301750	71305371
ZCRB1P1	X	71314912	71315879
RHOG2P	X	71352418	71352988
TAF1	X	71366136	71532374
ENSG00000229601	X	71413834	71414086
PABPN1P1	X	71420083	71420514
INGX	X	71491682	71492449
SOCS6P1	X	71527814	71530225
OGT	X	71533087	71575892
GCNA	X	71578437	71613583
CXCR3	X	71615916	71618511
ENSG00000291017	X	71662991	71665755
ENSG00000237265	X	71663276	71666767
ENSG00000283599	X	71667542	71671527
ENSG00000230934	X	71691932	71692179
LINC00891	X	71697196	71706455
CXorf49	X	71714371	71718285
ENSG00000226870	X	71719142	71721278
ENSG00000290713	X	71719925	71720800
ENSG00000237182	X	71736454	71736703
ENSG00000237717	X	71744828	71745077
ENSG00000290714	X	71760764	71763075
ENSG00000234442	X	71761561	71762433
CXorf49B	X	71763349	71767204
ENSG00000224617	X	71789386	71789636
ENSG00000229030	X	71848775	71849004
ENSG00000283178	X	71869763	71873295
NHSL2	X	71910845	72161750
RNU6-1078P	X	71965972	71966074
RPS26P11	X	72044545	72044892
RTL5	X	72127110	72131915
TPT1P15	X	72159845	72160346
PIN4	X	72181353	72302926
RN7SL388P	X	72198712	72199050
ERCC6L	X	72204657	72239027
RPS4X	X	72255679	72277248
CITED1	X	72301638	72307187
ENSG00000285547	X	72301691	72572843
HDAC8	X	72329516	72573101
RNU2-68P	X	72376979	72377169
PHKA1	X	72578814	72714319
MATR3P1	X	72660470	72660719
PHKA1-AS1	X	72688950	72712348
CAPZA1P3	X	72727977	72728821
RNU1-112P	X	72740706	72740869
DMRTC1B	X	72776890	72848803
FAM226B	X	72777608	72779097
FAM236B	X	72781865	72782660
FAM236D	X	72807425	72808210
DMRTC1	X	72872025	72943837
FAM236C	X	72912615	72913401
FAM236A	X	72938163	72938958
PABPC1L2B-AS1	X	72998388	73002856
PABPC1L2B	X	73002939	73006106
PABPC1L2A	X	73077276	73079512
ENSG00000231963	X	73080167	73084635
NAP1L6P	X	73126037	73128080
NAP1L2	X	73212299	73214851
TOMM20P4	X	73223124	73223558
LRRFIP2P1	X	73237647	73238709
YWHAZP8	X	73274785	73275515
RNU6-1044P	X	73397531	73397637
CDX4	X	73447053	73455171
MORF4L1P6	X	73474563	73474830
MAP2K4P1	X	73524275	73563085
RPL7P53	X	73535503	73536241
CHIC1	X	73563197	73687111
SEPHS1P4	X	73769248	73770423
TSIX	X	73792205	73829231
XIST	X	73820649	73852723
ENSG00000274655	X	73821657	73821724
LNX2BP	X	73829068	73831274
ENSG00000277577	X	73831145	73831270
ENSG00000278039	X	73850487	73850571
FXYD6P3	X	73875068	73875635
FTX	X	73940435	74293574
JPX	X	73944182	74070408
ENSG00000274430	X	73944332	73944466
ENSG00000276784	X	73944595	73944663
ENSG00000271199	X	73958059	73969485
RPSAP14	X	74031462	74031820
SHISA5P2	X	74066083	74066592
AARSD1P1	X	74069276	74070832
UHRF2P1	X	74105572	74107958
DDX3P1	X	74121012	74131923
ENSG00000280375	X	74122134	74122725
DDX3P2	X	74133004	74133114
MKRN5P	X	74161062	74162528
ATP5MKP1	X	74173890	74174066
BMP2KL	X	74185929	74187153
RAB11FIP1P1	X	74202834	74204595
ENSG00000271533	X	74209976	74213660
MIR421	X	74218377	74218461
MIR374B	X	74218547	74218618
MIR374C	X	74218549	74218618
RN7SL648P	X	74242608	74242908
ENSG00000278421	X	74274341	74274411
ENSG00000273974	X	74280402	74280495
ENSG00000275254	X	74280936	74281082
ENSG00000275625	X	74281703	74281849
MIR545	X	74287104	74287209
MIR374A	X	74287286	74287357
ENSG00000277922	X	74293357	74293574
ZCCHC13	X	74304180	74305034
ENSG00000226515	X	74342713	74342860
RPS6P26	X	74376125	74376885
RN7SL790P	X	74390692	74390989
THAP12P1	X	74396871	74399550
RPS7P14	X	74409518	74410100
SLC16A2	X	74421493	74533917
HNRNPA1P25	X	74473017	74473953
RLIM	X	74582976	74614624
PABPC1P3	X	74583088	74583546
RNU6-330P	X	74680053	74680159
NEXMIF	X	74732856	74925472
ENSG00000271589	X	74769639	74769798
ABCB7	X	75051048	75156732
UPRT	X	75156388	75304885
BUD31P2	X	75201491	75201790
RNU6-562P	X	75202703	75202809
TERF1P7	X	75326772	75327999
ZDHHC15	X	75368427	75523502
RPL21P134	X	75384346	75384828
PCNPP4	X	75537547	75538702
BRAFP1	X	75582676	75585506
TTC3P1	X	75740831	75746911
MAGEE2	X	75782987	75785254
SAR1AP4	X	75884546	75885136
FOXN3P2	X	75888700	75888888
ENSG00000226854	X	75903105	75904858
ARL5AP5	X	76029895	76030330
PBDC1	X	76173040	76178314
MMADHCP1	X	76222637	76223097
RNU6-867P	X	76244968	76245074
ENSG00000274398	X	76250183	76251796
LDHBP2	X	76334841	76335845
MAGEE1	X	76427710	76431342
RNA5SP508	X	76655009	76655127
TRAPPC13P1	X	76655498	76656559
MIR325HG	X	76656866	77014532
MIR384	X	76919273	76919360
MIR325	X	77005404	77005501
RNA5SP509	X	77066709	77066827
SPRYD7P1	X	77374212	77381319
FGF16	X	77447389	77457278
ATRX	X	77504880	77786233
FABP5P15	X	77727867	77728080
MAGT1	X	77825747	77899271
RNU6-854P	X	77837289	77837395
RN7SL460P	X	77885377	77885634
COX7B	X	77899440	77907376
ENSG00000293258	X	77910682	77966295
ATP7A	X	77910690	78050395
PGK1	X	77910739	78129295
C4orf46P2	X	77962553	77962889
PGAM4	X	77967949	77969638
TAF9B	X	78129748	78139650
FNDC3CP	X	78165696	78172422
CYSLTR1	X	78271468	78327691
HMGN1P34	X	78519593	78520186
UBE2V1P7	X	78554412	78554751
RTL3	X	78656068	78659328
PPATP2	X	78699384	78699891
LPAR4	X	78747709	78758714
RPL7P54	X	78763226	78763899
MIR4328	X	78901194	78901249
P2RY10	X	78945332	78963727
P2RY10BP	X	79084936	79085848
GPR174	X	79144688	79175318
CTHRC1P1	X	79177200	79177668
KIF4CP	X	79323446	79325217
ITM2A	X	79360384	79367667
CORO1CP1	X	79369364	79370165
TBX22	X	80014753	80031774
CHMP1B2P	X	80228489	80335364
TENT5D	X	80335504	80445311
HNRNPH3P1	X	80529037	80530027
WBP11P3	X	80560146	80562054
HK2P1	X	80571871	80574607
BRWD3	X	80669503	80809877
PSMA1P1	X	80709928	80710705
ENSG00000289132	X	80810091	80812900
ENSG00000239008	X	80857076	80857202
RNU6-493P	X	80900757	80900864
VDAC1P1	X	80929500	80930347
RNU6-995P	X	80936434	80936540
ENSG00000284618	X	81000150	81004217
HMGN5	X	81113699	81201913
SH3BGRL	X	81202102	81298547
ENSG00000231875	X	81363268	81364170
ENSG00000224523	X	81408938	81427276
ENSG00000288059	X	81475532	81498083
PDK1P2	X	81600072	81601306
RNU6-974P	X	82001220	82001327
EIF3JP1	X	82497669	82497924
RPL22P22	X	82506434	82506812
ENSG00000202183	X	82561201	82561347
EIF3MP1	X	82875649	82875885
ATG4AP1	X	82998699	82999236
ENSG00000279437	X	83506023	83509214
POU3F4	X	83508290	83512127
POMPP1	X	83559896	83560312
TERF1P4	X	83748825	83749939
CYLC1	X	83861126	83886699
RPS6KA6	X	84058346	84206356
MIR548I4	X	84225752	84225828
HDX	X	84317874	84502479
ENSG00000233484	X	84403898	84404024
SETP4	X	84755136	84756003
UBE2DNL	X	84934113	84934895
ENSG00000229547	X	84934540	84934761
ENSG00000230781	X	84973217	84977829
APOOL	X	85003877	85093315
SATL1	X	85092284	85243911
ENSG00000283446	X	85143427	85156444
ENSG00000276391	X	85207187	85210649
ENSG00000235461	X	85210684	85220021
ZNF711	X	85243991	85273362
POF1B	X	85277396	85379717
MIR1321	X	85835780	85835858
SFR1P2	X	85849410	85850139
ENSG00000276892	X	85851575	85851682
CHM	X	85861180	86047561
MIR361	X	85903636	85903707
NDUFA5P7	X	86066227	86066468
STIP1P3	X	86084716	86086339
TPMTP4	X	86128893	86129570
DACH2	X	86148451	86832604
EEF1A1P29	X	86160264	86161359
GEMIN8P3	X	86304367	86305086
FCF1P9	X	86481532	86481813
COPS8P1	X	86798598	86799226
ENSG00000236190	X	86888586	86888816
ENSG00000271457	X	87143854	87144748
ENSG00000200422	X	87146733	87146804
ENSG00000230478	X	87425583	87425690
KLHL4	X	87517409	87670050
RPSAP15	X	87703343	87704203
ENSG00000282914	X	87707579	87750883
ENSG00000271205	X	87723089	87723238
ENSG00000289575	X	87723928	87728679
RPL34P36	X	87806433	87806769
MRPS22P1	X	87807549	87809883
TMEM184CP1	X	88061590	88062844
CAPZA1P1	X	88096393	88097225
ENSG00000252016	X	88148792	88148918
ENSG00000271693	X	88369343	88369459
CPXCR1	X	88747225	88754785
ENSG00000271157	X	88827554	88829858
ENSG00000232576	X	88908403	88908763
ENSG00000270745	X	88982215	88982353
SRIP2	X	89367435	89367600
ENSG00000225012	X	89423738	89446983
TGIF2LX	X	89921908	89922883
STAU2P1	X	90039213	90039834
USP12PX	X	90112650	90113706
ENSG00000274022	X	90208895	90209418
RNF19BPX	X	90209796	90210420
UBE2V1P9	X	90289536	90289903
RNU6-555P	X	90597235	90597340
ENSG00000206062	X	91307781	91308878
PABPC5-AS1	X	91414878	91434999
ENSG00000236413	X	91422309	91422538
PABPC5	X	91434595	91438584
SERBP1P4	X	91560436	91561597
PCDH11X	X	91779261	92623230
RNU2-26P	X	91798093	91798283
VDAC1P3	X	91982655	91983505
ENSG00000289479	X	92100276	92104768
EIF4A1P10	X	92113246	92114461
KRT18P11	X	92459670	92460952
SNX3P1X	X	92515323	92515497
RPL26P36	X	92676519	92676954
TUSC2P2	X	92770855	92772091
DLGAP5P2	X	93042490	93042942
AP2B1P1	X	93222220	93225015
ST13P18	X	93287733	93288759
NT5DC1P1	X	93388075	93389497
RPL7P55	X	93573834	93574579
NAP1L3	X	93670930	93673578
FAM133A	X	93674013	93712274
USP37P1	X	93776911	93777384
RNU6-332P	X	94003815	94003922
TUBB4BP8	X	94319038	94320025
PAICSP7	X	94636663	94639570
CCNB1IP1P3	X	94776739	94777567
MIR548M	X	95063141	95063226
ENSG00000271094	X	95453369	95453581
CALM1P1	X	95499604	95500036
RNA5SP510	X	95582064	95582162
GTF3C6P1	X	95584303	95584942
HNRNPDLP3	X	95610578	95610957
HNRNPDLP1	X	95638375	95638924
RPS7P13	X	95679130	95679627
ENSG00000270583	X	95720243	95721144
KAT7P1	X	95973328	95974315
RN7SL379P	X	96023360	96023652
ENSG00000203262	X	96070669	96071778
ENSG00000286523	X	96127747	96372889
RPS29P28	X	96195477	96195617
BRDTP1	X	96337236	96337912
RN7SKP194	X	96410432	96410782
SKP2P1	X	96620654	96621903
DIAPH2	X	96684712	97604997
RPA4	X	96883908	96885467
NDUFB5P2	X	96953630	96954195
RN7SL74P	X	97341046	97341344
DIAPH2-AS1	X	97431286	97642589
ENSG00000233887	X	97841749	97849381
NCKAP1P1	X	97906644	97908090
KPNB1P1	X	97975878	97978641
RPL6P29	X	98251679	98252543
ENSG00000271322	X	98348451	98348748
EEF1A1P15	X	98389512	98390919
HMGB1P32	X	98422138	98422809
LINC03077	X	98450688	98892061
TEX101P1	X	99656997	99657381
XRCC6P5	X	99719364	99721158
B3GNT2P1	X	99886740	99887691
ENSG00000252296	X	100100084	100100172
CTDSPL2P1	X	100149783	100151340
RPSAP8	X	100155885	100156773
PCDH19	X	100291644	100410273
TNMD	X	100584936	100599885
TSPAN6	X	100627108	100639991
SRPX2	X	100644195	100675788
SYTL4	X	100671783	100732123
PPIAP89	X	100800303	100800784
RAD21P1	X	100801188	100803060
ENSG00000275320	X	100815865	100817174
CSTF2	X	100820391	100841520
ENSG00000202231	X	100822620	100822752
NOX1	X	100843324	100874359
HNRNPA1P26	X	100855288	100856379
HNRNPA1P27	X	100887636	100888590
NSA2P3	X	100910712	100911489
XKRX	X	100913445	100929433
CSGALNACT2P1	X	100956593	100957538
ARL13A	X	100969708	100990831
TRMT2B	X	101009346	101052116
TRMT2B-AS1	X	101043564	101094476
TMEM35A	X	101078879	101096367
CENPI	X	101098188	101166126
YWHAQP8	X	101191115	101191409
DRP2	X	101219769	101264502
TAF7L	X	101268253	101293057
RNU6-934P	X	101325404	101325510
NANOGNBP3	X	101337725	101338289
RPL21P132	X	101339917	101340934
TIMM8A	X	101345661	101348742
BTK	X	101349338	101390796
RPL36A	X	101390824	101396155
RPL36A-HNRNPH2	X	101391011	101412297
GLA	X	101393273	101408012
HNRNPH2	X	101408222	101414133
ARMCX4	X	101418287	101533459
PPIAP90	X	101443707	101444103
PRKCIP1	X	101537485	101539276
ARMCX1	X	101550547	101554700
ARMCX7P	X	101597510	101598071
